site,age,q,mean,lower,upper
K,5.698492462311558,0.1,618.1190616918545,439.5099425964183,894.5827719693011
K,5.7286432160804015,0.1,624.486063385419,442.7026315633566,906.2134479111679
K,5.758793969849246,0.1,630.8528329529388,446.05293035532424,917.8305479489868
K,5.788944723618091,0.1,637.2193961861972,449.4797208961532,929.4298683497587
K,5.819095477386934,0.1,643.585778876976,452.03617230055096,941.0291887505313
K,5.849246231155779,0.1,649.9520068170589,455.1127138537477,952.6285091513037
K,5.879396984924623,0.1,656.3181057982273,458.23480735877433,963.4626655305415
K,5.909547738693467,0.1,662.684101612265,461.3568892399188,974.4717350255776
K,5.939698492462312,0.1,669.050020050955,464.4789624031516,986.508958317057
K,5.969849246231155,0.1,675.4158869060793,467.5039131408429,998.3922076402156
K,6,0.1,681.781727969421,469.65686152744007,1008.7181618265379
K,0,0.2,-6.5789291865497335,-11.43898168340083,-2.733467623231253
K,0.03015075376884422,0.2,-6.18827192915152,-10.905070575256293,-2.4040343829198054
K,0.06030150753768844,0.2,-5.79511882054281,-10.331422624201059,-2.149239027334865
K,0.09045226130653267,0.2,-5.3969740095119025,-9.785219917425312,-1.7334408676927706
K,0.12060301507537688,0.2,-4.991341644848108,-9.435131939752548,-1.369194092451891
K,0.1507537688442211,0.2,-4.57572587534114,-9.160391015671173,-0.9125057818794827
K,0.18090452261306533,0.2,-4.147630849779014,-8.806815165995987,-0.3157525029763101
K,0.21105527638190955,0.2,-3.7045607169509687,-8.500865872136933,0.21040881227894764
K,0.24120603015075376,0.2,-3.244019625646195,-8.238223206651096,0.848524313638356
K,0.271356783919598,0.2,-2.763511724654473,-7.90743445097559,1.5477928930130522
K,0.3015075376884422,0.2,-2.260541162763451,-7.697184309296547,2.209399938336436
K,0.3316582914572864,0.2,-1.732612088762792,-7.426914615903528,2.957919750386658
K,0.36180904522613067,0.2,-1.17722865144229,-7.128122487573049,3.7110361467994033
K,0.39195979899497485,0.2,-0.5918949995900756,-6.774279176868516,4.543101031153661
K,0.4221105527638191,0.2,0.02588471800481746,-6.459570039092166,5.394848803589994
K,0.4522613065326633,0.2,0.6786063525523981,-6.1076928365591145,6.1958460480540545
K,0.4824120603015075,0.2,1.3687657552645418,-5.672793316077233,7.0761693613977314
K,0.5125628140703518,0.2,2.0988412111577186,-5.044532214914804,7.9873320344412155
K,0.542713567839196,0.2,2.87069084832092,-4.5269329359245445,8.91610587798745
K,0.5728643216080401,0.2,3.6854017091737257,-3.8698704723766757,9.857908645118572
K,0.6030150753768844,0.2,4.544012634498495,-3.2025617820965966,10.815976040936164
K,0.6331658291457286,0.2,5.44756246507727,-2.392684773260334,11.826821806012083
K,0.6633165829145728,0.2,6.397090041691821,-1.4531766332455307,12.84223602187724
K,0.6934673366834171,0.2,7.393634205124818,-0.5623370192579159,13.908433225912912
K,0.7236180904522613,0.2,8.438233796158606,0.47648116533099943,14.948375405280187
K,0.7537688442211055,0.2,9.531927655574345,1.6143667914912574,16.035797997947945
K,0.7839195979899497,0.2,10.675754624154983,2.798423019741193,17.17487954968364
K,0.8140703517587939,0.2,11.870753542682799,4.132350475525535,18.366308169421163
K,0.8442211055276382,0.2,13.117963251939367,5.492980776324957,19.553707404693363
K,0.8743718592964824,0.2,14.418422592707074,7.000920091086183,20.790210430635444
K,0.9045226130653266,0.2,15.773170405768255,8.526272835791477,22.094976734493862
K,0.9346733668341708,0.2,17.18324553190485,10.176817497970491,23.451607307773926
K,0.964824120603015,0.2,18.64968681189899,11.852318476336402,24.778428105376292
K,0.9949748743718593,0.2,20.173533086532895,13.57206411755832,26.235329514979792
K,1.0251256281407035,0.2,21.755515199062064,15.373701514601764,27.707724600062015
K,1.0552763819095476,0.2,23.394316425184716,17.277081949026833,29.215466903470805
K,1.085427135678392,0.2,25.08778475130691,19.26118198015372,30.747885191745016
K,1.1155778894472361,0.2,26.83376569985425,21.258528999183593,32.424656565296445
K,1.1457286432160803,0.2,28.630104793252613,23.26096930297665,34.08071096168035
K,1.1758793969849246,0.2,30.47464755392788,25.315731451544444,35.82629526902658
K,1.2060301507537687,0.2,32.36523950430562,27.270321748488172,37.670122167562226
K,1.236180904522613,0.2,34.299726166811595,29.302081574093574,39.53541722346768
K,1.2663316582914572,0.2,36.27595306387164,31.419776666198516,41.3913146666825
K,1.2964824120603013,0.2,38.29176571791149,33.54463823581038,43.39236353348446
K,1.3266331658291457,0.2,40.34500965135684,35.60961363807635,45.42444233985569
K,1.3567839195979898,0.2,42.43353038663362,37.662082577160454,47.546281035175085
K,1.3869346733668342,0.2,44.555173446167515,39.69697667343792,49.78304998350111
K,1.4170854271356783,0.2,46.70778435238421,41.70257948745494,51.981649267276744
K,1.4472361809045227,0.2,48.88920862770944,43.705985113480224,54.21364425986714
K,1.4773869346733668,0.2,51.09729179456911,45.80980043998904,56.54197151696283
K,1.507537688442211,0.2,53.32987974726096,47.787611348470016,58.96957290379577
K,1.5376884422110553,0.2,55.584863376600595,49.79200906069656,61.43345554540182
K,1.5678391959798994,0.2,57.8602209633352,51.88811936408784,63.900694318508
K,1.5979899497487438,0.2,60.153940828756774,53.95369502064335,66.3910561924991
K,1.6281407035175879,0.2,62.46401129415787,56.1233676636363,68.99766122992916
K,1.658291457286432,0.2,64.78842068083067,58.15306703194693,71.52920300733209
K,1.6884422110552764,0.2,67.12515731006754,60.315108511277266,74.05488789490175
K,1.7185929648241205,0.2,69.47220950316083,62.42188683930717,76.77318606602545
K,1.7487437185929648,0.2,71.82756558140268,64.45431442364598,79.27866371107075
K,1.778894472361809,0.2,74.18921386608552,66.52616176209301,81.97918348358556
K,1.809045226130653,0.2,76.55514267850155,68.7085036862516,84.46916163208988
K,1.8391959798994975,0.2,78.92334033994321,70.9892154208626,87.05512689728091
K,1.8693467336683416,0.2,81.29179517170286,73.1208517237187,89.69650580273506
K,1.899497487437186,0.2,83.65849549507251,75.30868640508244,92.23359787055632
K,1.92964824120603,0.2,86.02142963134472,77.56917055813364,94.6895330311326
K,1.9597989949748742,0.2,88.37858590181175,79.80863588351313,97.11734676872005
K,1.9899497487437185,0.2,90.72795262776577,81.9117243804529,99.64576194484268
K,2.020100502512563,0.2,93.0676717249645,84.09646519905505,102.19284223454436
K,2.050251256281407,0.2,95.39767064482332,86.35147645726336,104.63207747961495
K,2.080402010050251,0.2,97.71902879724689,88.69482844940386,107.08666112383484
K,2.1105527638190953,0.2,100.03284479144794,91.00969056261465,109.5621367059964
K,2.1407035175879394,0.2,102.34021723663925,93.279825887774,111.99464258451671
K,2.170854271356784,0.2,104.64224474203354,95.53599916610209,114.45723418926231
K,2.201005025125628,0.2,106.94002591684355,97.88251344412168,116.96542477278574
K,2.2311557788944723,0.2,109.23465937028202,100.05852682764379,119.12679677879237
K,2.2613065326633164,0.2,111.52724371156171,102.3819044235781,121.45361961459128
K,2.2914572864321605,0.2,113.81887754989542,104.60751311594008,123.78375961581011
K,2.321608040201005,0.2,116.11065949449582,106.79271180101128,126.2772188747484
K,2.351758793969849,0.2,118.4036881545757,109.01805655004776,128.49113949419333
K,2.3819095477386933,0.2,120.69906213934777,111.14184413157962,130.7088119229609
K,2.4120603015075375,0.2,122.9978800580248,113.29241840713408,132.9670560376234
K,2.4422110552763816,0.2,125.30124051981953,115.52417569169275,135.11494143657814
K,2.472361809045226,0.2,127.61024213394477,117.78741011778936,137.46479584889536
K,2.5025125628140703,0.2,129.92598371508697,120.11541976407389,139.75447344751214
K,2.5326633165829144,0.2,132.2500146819713,122.40990234721681,142.15339787896758
K,2.5628140703517586,0.2,134.58529051052136,124.72220253839092,144.60901299596983
K,2.5929648241206027,0.2,136.9350401622857,127.05912431642332,146.8948484520261
K,2.6231155778894473,0.2,139.30249259881273,129.3492820057574,149.25400184188763
K,2.6532663316582914,0.2,141.6908767816509,131.80537566343534,151.57524252160204
K,2.6834170854271355,0.2,144.1034216723487,134.04671927467678,153.95713829952857
K,2.7135678391959797,0.2,146.5433562324547,136.43184192711507,156.43240137097806
K,2.743718592964824,0.2,149.01390942351728,139.0259713872329,158.97569392775
K,2.7738693467336684,0.2,151.51831020708502,141.67096388179158,161.6537793818388
K,2.8040201005025125,0.2,154.0597875447063,144.18147674783202,164.55647644841844
K,2.8341708542713566,0.2,156.6415703979296,146.61992706284846,167.4643975213217
K,2.8643216080402008,0.2,159.26688772830343,149.21591258900023,170.32801021296615
K,2.8944723618090453,0.2,161.93896849737632,151.94119050372592,173.3949630391117
K,2.9246231155778895,0.2,164.66104166669672,154.57543797593883,176.30911440221033
K,2.9547738693467336,0.2,167.43633619781303,157.2457367810869,179.37387730855494
K,2.9849246231155777,0.2,170.26808105227386,159.78991206626432,182.5538402741964
K,3.015075376884422,0.2,173.15947601140013,162.2285794803088,185.8452814976125
K,3.0452261306532664,0.2,176.11304971128232,164.32111650979851,189.4515772346365
K,3.0753768844221105,0.2,179.13065964278,166.78396698221928,192.72847906711422
K,3.1055276381909547,0.2,182.2141341165254,169.02921162441453,196.23918279457845
K,3.135678391959799,0.2,185.36530144315074,171.29582607527928,199.83619072223325
K,3.165829145728643,0.2,188.58598993328826,173.84794390112899,203.556998110793
K,3.1959798994974875,0.2,191.87802789757026,176.58669967784726,207.4696840054062
K,3.2261306532663316,0.2,195.24324364662886,178.63055544069832,211.40495998719575
K,3.2562814070351758,0.2,198.68346549109629,181.3828977586261,215.53605593400292
K,3.28643216080402,0.2,202.20052174160475,183.8745615468909,219.95364938840154
K,3.316582914572864,0.2,205.79624070878663,186.32320550678028,224.19622193039174
K,3.3467336683417086,0.2,209.472450703274,188.82392689167702,228.47921780668057
K,3.3768844221105527,0.2,213.2309800356991,191.39592005476675,232.9034935567653
K,3.407035175879397,0.2,217.07365701669417,194.33894322609822,237.34669771109762
K,3.437185929648241,0.2,221.00230995689145,197.238361253537,242.43681603164802
K,3.467336683417085,0.2,225.01876716692317,200.3244259510582,247.5166638001842
K,3.4974874371859297,0.2,229.12485695742154,203.47629072916598,252.46084556253504
K,3.527638190954774,0.2,233.3219902884285,207.10099924642918,257.63377526681944
K,3.557788944723618,0.2,237.60943241744013,210.25770155878388,263.20895215133606
K,3.587939698492462,0.2,241.98576096119757,213.79422457977995,269.10284055940843
K,3.618090452261306,0.2,246.4495532228806,217.5488639231452,274.8190456681079
K,3.648241206030151,0.2,250.99938650566895,221.0656995147153,280.8905002557294
K,3.678391959798995,0.2,255.6338381127421,224.40954693752164,286.98305277130663
K,3.708542713567839,0.2,260.3514853472797,228.02566798548017,293.1872071719559
K,3.738693467336683,0.2,265.1509055124616,232.0368451818983,299.6596390537662
K,3.7688442211055273,0.2,270.0306759114672,235.96667187387868,306.08269029661625
K,3.798994974874372,0.2,274.9893738474763,240.1904236882681,312.34491161502655
K,3.829145728643216,0.2,280.02557662366854,244.06884156016787,319.0758043899872
K,3.85929648241206,0.2,285.1378615432237,248.07506080190663,326.13881024631706
K,3.8894472361809043,0.2,290.3248059093212,252.07288976949133,333.32406940334414
K,3.9195979899497484,0.2,295.5849870251409,256.70153189827414,340.55014456727446
K,3.949748743718593,0.2,300.9169821938623,261.081004472008,347.4120329184095
K,3.979899497487437,0.2,306.31936871866515,265.39903998083525,354.68130870298825
K,4.010050251256281,0.2,311.7907140981557,270.2352390930455,362.0264442450121
K,4.040201005025126,0.2,317.32899755654125,274.7813604452277,369.6627724763689
K,4.0703517587939695,0.2,322.9312864927098,279.0906094423881,377.3827107184071
K,4.100502512562814,0.2,328.5945698689633,282.70063484597705,385.9331716413227
K,4.130653266331658,0.2,334.3158366476031,286.7457411638762,394.4395942686929
K,4.160804020100502,0.2,340.09207579093135,291.4988086865374,402.98400880252404
K,4.190954773869347,0.2,345.92027626124957,295.63428142348937,411.37208144848256
K,4.221105527638191,0.2,351.7974270208592,299.21566287333553,419.1690616519247
K,4.251256281407035,0.2,357.7205170320623,302.78692878613555,428.37995191424244
K,4.281407035175879,0.2,363.6865352571603,307.2820322050504,437.2739193800533
K,4.311557788944723,0.2,369.69247065845525,311.13867016908335,444.90936916610957
K,4.341708542713568,0.2,375.7353121982488,314.90000532133803,454.16796872899135
K,4.371859296482412,0.2,381.81204883884203,319.2682361535668,463.5171323984867
K,4.402010050251256,0.2,387.91966954253775,323.3645606780613,472.06339008659967
K,4.4321608040201,0.2,394.05516327163656,327.09176127671606,482.11689804631214
K,4.4623115577889445,0.2,400.21551898844086,331.00806526755565,491.1278324611607
K,4.492462311557789,0.2,406.3977256552522,334.93949754415684,499.60491866579764
K,4.522613065326633,0.2,412.59885890433384,338.4675428107179,508.11749101555483
K,4.552763819095477,0.2,418.8167487176186,341.98921340587333,518.1174878890332
K,4.582914572864321,0.2,425.0496134868676,345.9454552084419,527.6439491308485
K,4.613065326633166,0.2,431.2956748138412,350.2396484597142,537.2475936177862
K,4.64321608040201,0.2,437.5531543002996,354.5447031037649,547.0669336434062
K,4.673366834170854,0.2,443.82027354800243,358.66955874074165,556.6591266775066
K,4.703517587939698,0.2,450.09525415871076,362.6322764403876,564.9623728132176
